tier,new_rework,brief_type,customer_approval,niche_ff_pre_approved,strategic_priority,creative_approach,value_potential_gbp,workbook_score,workbook_approval_text,workbook_e9_creative_note,workbook_b14_auto_approval_dev
D,New,ProActive,Deferred/Unknown,False,True,Starting Point,35000,227.5,Pending Approval,Jo (Non-library for a C/D customer),No
D,New,ProActive,Deferred/Unknown,False,True,Starting Point,100000,325.0,Pending Approval,Jo (Non-library for a C/D customer),No
D,New,ProActive,Deferred/Unknown,False,True,Starting Point,115000,347.5,Pending Approval,Jo (Non-library for a C/D customer),No
D,New,ProActive,Deferred/Unknown,False,True,Starting Point,200000,475.0,Pending Approval,Jo (Non-library for a C/D customer),No
D,New,ProActive,Deferred/Unknown,False,True,Starting Point,1000000,1675.0,Pending Approval,Jo (Non-library for a C/D customer),No
D,New,ProActive,Deferred/Unknown,False,True,Creation/Unknown,0,110.0,Pending Approval,,No
D,New,ProActive,Deferred/Unknown,False,True,Creation/Unknown,1,110.0015,Pending Approval,,No
D,New,ProActive,Deferred/Unknown,False,True,Creation/Unknown,1000,111.5,Pending Approval,,No
D,New,ProActive,Deferred/Unknown,False,True,Creation/Unknown,30000,155.0,Auto-Approved,,No
D,New,ProActive,Deferred/Unknown,False,True,Creation/Unknown,35000,162.5,Auto-Approved,,No
D,New,ProActive,Deferred/Unknown,False,True,Creation/Unknown,100000,260.0,Auto-Approved,,No
D,New,ProActive,Deferred/Unknown,False,True,Creation/Unknown,115000,282.5,Auto-Approved,,No
D,New,ProActive,Deferred/Unknown,False,True,Creation/Unknown,200000,410.0,Auto-Approved,,No
D,New,ProActive,Deferred/Unknown,False,True,Creation/Unknown,1000000,1610.0,Auto-Approved,,No
D,New,ProActive,Deferred/Unknown,True,False,Library Only,0,110.0,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,False,Library Only,1,110.0015,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,False,Library Only,1000,111.5,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,False,Library Only,30000,155.0,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,False,Library Only,35000,162.5,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,False,Library Only,100000,260.0,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,False,Library Only,115000,282.5,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,False,Library Only,200000,410.0,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,False,Library Only,1000000,1610.0,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,False,Starting Point,0,75.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,New,ProActive,Deferred/Unknown,True,False,Starting Point,1,75.0015,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,New,ProActive,Deferred/Unknown,True,False,Starting Point,1000,76.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,New,ProActive,Deferred/Unknown,True,False,Starting Point,30000,120.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,New,ProActive,Deferred/Unknown,True,False,Starting Point,35000,127.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,New,ProActive,Deferred/Unknown,True,False,Starting Point,100000,225.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,New,ProActive,Deferred/Unknown,True,False,Starting Point,115000,247.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,New,ProActive,Deferred/Unknown,True,False,Starting Point,200000,375.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,New,ProActive,Deferred/Unknown,True,False,Starting Point,1000000,1575.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,New,ProActive,Deferred/Unknown,True,False,Creation/Unknown,0,10.0,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,False,Creation/Unknown,1,10.0015,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,False,Creation/Unknown,1000,11.5,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,False,Creation/Unknown,30000,55.0,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,False,Creation/Unknown,35000,62.5,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,False,Creation/Unknown,100000,160.0,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,False,Creation/Unknown,115000,182.5,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,False,Creation/Unknown,200000,310.0,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,False,Creation/Unknown,1000000,1510.0,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,True,Library Only,0,210.0,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,True,Library Only,1,210.0015,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,True,Library Only,1000,211.5,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,True,Library Only,30000,255.0,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,True,Library Only,35000,262.5,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,True,Library Only,100000,360.0,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,True,Library Only,115000,382.5,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,True,Library Only,200000,510.0,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,True,Library Only,1000000,1710.0,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,True,Starting Point,0,175.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,New,ProActive,Deferred/Unknown,True,True,Starting Point,1,175.0015,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,New,ProActive,Deferred/Unknown,True,True,Starting Point,1000,176.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,New,ProActive,Deferred/Unknown,True,True,Starting Point,30000,220.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,New,ProActive,Deferred/Unknown,True,True,Starting Point,35000,227.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,New,ProActive,Deferred/Unknown,True,True,Starting Point,100000,325.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,New,ProActive,Deferred/Unknown,True,True,Starting Point,115000,347.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,New,ProActive,Deferred/Unknown,True,True,Starting Point,200000,475.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,New,ProActive,Deferred/Unknown,True,True,Starting Point,1000000,1675.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,New,ProActive,Deferred/Unknown,True,True,Creation/Unknown,0,110.0,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,True,Creation/Unknown,1,110.0015,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,True,Creation/Unknown,1000,111.5,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,True,Creation/Unknown,30000,155.0,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,True,Creation/Unknown,35000,162.5,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,True,Creation/Unknown,100000,260.0,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,True,Creation/Unknown,115000,282.5,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,True,Creation/Unknown,200000,410.0,Auto-Approved,,Yes
D,New,ProActive,Deferred/Unknown,True,True,Creation/Unknown,1000000,1610.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Library Only,0,110.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Library Only,1,110.0035,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Library Only,1000,113.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Library Only,30000,215.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Library Only,35000,232.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Library Only,100000,460.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Library Only,115000,512.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Library Only,200000,810.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Library Only,1000000,3610.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Starting Point,0,75.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Starting Point,1,75.0035,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Starting Point,1000,78.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Starting Point,30000,180.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Starting Point,35000,197.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Starting Point,100000,425.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Starting Point,115000,477.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Starting Point,200000,775.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Starting Point,1000000,3575.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Creation/Unknown,0,10.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Creation/Unknown,1,10.0035,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Creation/Unknown,1000,13.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Creation/Unknown,30000,115.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Creation/Unknown,35000,132.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Creation/Unknown,100000,360.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Creation/Unknown,115000,412.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Creation/Unknown,200000,710.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,False,Creation/Unknown,1000000,3510.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Library Only,0,210.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Library Only,1,210.0035,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Library Only,1000,213.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Library Only,30000,315.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Library Only,35000,332.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Library Only,100000,560.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Library Only,115000,612.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Library Only,200000,910.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Library Only,1000000,3710.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Starting Point,0,175.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Starting Point,1,175.0035,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Starting Point,1000,178.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Starting Point,30000,280.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Starting Point,35000,297.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Starting Point,100000,525.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Starting Point,115000,577.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Starting Point,200000,875.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Starting Point,1000000,3675.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Creation/Unknown,0,110.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Creation/Unknown,1,110.0035,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Creation/Unknown,1000,113.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Creation/Unknown,30000,215.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Creation/Unknown,35000,232.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Creation/Unknown,100000,460.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Creation/Unknown,115000,512.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Creation/Unknown,200000,810.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,False,True,Creation/Unknown,1000000,3610.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Library Only,0,110.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Library Only,1,110.0035,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Library Only,1000,113.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Library Only,30000,215.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Library Only,35000,232.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Library Only,100000,460.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Library Only,115000,512.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Library Only,200000,810.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Library Only,1000000,3610.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Starting Point,0,75.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Starting Point,1,75.0035,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Starting Point,1000,78.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Starting Point,30000,180.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Starting Point,35000,197.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Starting Point,100000,425.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Starting Point,115000,477.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Starting Point,200000,775.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Starting Point,1000000,3575.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Creation/Unknown,0,10.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Creation/Unknown,1,10.0035,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Creation/Unknown,1000,13.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Creation/Unknown,30000,115.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Creation/Unknown,35000,132.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Creation/Unknown,100000,360.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Creation/Unknown,115000,412.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Creation/Unknown,200000,710.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,False,Creation/Unknown,1000000,3510.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Library Only,0,210.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Library Only,1,210.0035,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Library Only,1000,213.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Library Only,30000,315.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Library Only,35000,332.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Library Only,100000,560.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Library Only,115000,612.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Library Only,200000,910.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Library Only,1000000,3710.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Starting Point,0,175.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Starting Point,1,175.0035,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Starting Point,1000,178.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Starting Point,30000,280.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Starting Point,35000,297.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Starting Point,100000,525.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Starting Point,115000,577.5,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Starting Point,200000,875.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Starting Point,1000000,3675.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,0,110.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,1,110.0035,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,1000,113.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,30000,215.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,35000,232.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,100000,460.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,115000,512.5,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,200000,810.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,1000000,3610.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Library Only,0,110.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Library Only,1,110.003,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Library Only,1000,113.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Library Only,30000,200.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Library Only,35000,215.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Library Only,100000,410.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Library Only,115000,455.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Library Only,200000,710.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Library Only,1000000,3110.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Starting Point,0,75.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Starting Point,1,75.003,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Starting Point,1000,78.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Starting Point,30000,165.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Starting Point,35000,180.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Starting Point,100000,375.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Starting Point,115000,420.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Starting Point,200000,675.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Starting Point,1000000,3075.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Creation/Unknown,0,10.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Creation/Unknown,1,10.003,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Creation/Unknown,1000,13.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Creation/Unknown,30000,100.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Creation/Unknown,35000,115.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Creation/Unknown,100000,310.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Creation/Unknown,115000,355.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Creation/Unknown,200000,610.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,False,Creation/Unknown,1000000,3010.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Library Only,0,210.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Library Only,1,210.003,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Library Only,1000,213.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Library Only,30000,300.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Library Only,35000,315.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Library Only,100000,510.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Library Only,115000,555.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Library Only,200000,810.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Library Only,1000000,3210.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Starting Point,0,175.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Starting Point,1,175.003,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Starting Point,1000,178.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Starting Point,30000,265.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Starting Point,35000,280.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Starting Point,100000,475.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Starting Point,115000,520.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Starting Point,200000,775.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Starting Point,1000000,3175.0,Auto-Approved,Jo (Non-library for a C/D customer),Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Creation/Unknown,0,110.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Creation/Unknown,1,110.003,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Creation/Unknown,1000,113.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Creation/Unknown,30000,200.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Creation/Unknown,35000,215.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Creation/Unknown,100000,410.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Creation/Unknown,115000,455.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Creation/Unknown,200000,710.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,False,True,Creation/Unknown,1000000,3110.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Library Only,0,110.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Library Only,1,110.003,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Library Only,1000,113.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Library Only,30000,200.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Library Only,35000,215.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Library Only,100000,410.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Library Only,115000,455.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Library Only,200000,710.0,Auto-Approved,,Yes
D,Rework (Of Selling),Exclusive,Deferred/Unknown,True,False,Library Only,1000000,3110.0,Auto-Approved,,Yes
